975, 379
653, 540
799, 115
430, 941
354, 154
788, 662
15, 264
752, 106
85, 656
772, 624
705, 538
647, 443
562, 369
180, 884
849, 445
305, 466
373, 653
492, 209
505, 700
219, 659
87, 744
741, 691
694, 427
609, 641
440, 509
331, 827
794, 772
209, 912
929, 755
551, 25
35, 483
344, 242
253, 865
865, 646
307, 107
945, 162
579, 73
191, 782
814, 666
618, 929
897, 368
771, 652
214, 578
862, 152
726, 478
204, 171
408, 291
404, 896
174, 409
355, 964
654, 830
608, 781
28, 86
923, 214
404, 241
257, 450
483, 798
587, 904
127, 650
275, 333
411, 512
750, 487
359, 860
94, 380
406, 979
144, 715
569, 267
590, 991
76, 21
157, 54
259, 961
63, 533
234, 133
107, 460
999, 830
839, 765
338, 77
378, 401
285, 962
296, 512
754, 974
101, 57
671, 779
578, 569
288, 488
32, 298
20, 487
239, 380
605, 507
879, 472
970, 926
446, 586
933, 762
243, 479
725, 896
206, 781
515, 481
572, 149
404, 877
345, 472
174, 53
179, 803
96, 994
437, 222
562, 654
305, 455
971, 221
387, 931
93, 869
390, 552
527, 740
519, 807
160, 667
522, 573
456, 963
611, 995
425, 26
516, 990
452, 567
402, 263
379, 33
976, 579
652, 918
474, 177
479, 431
889, 458
879, 705
109, 951
385, 636
414, 979
909, 559
43, 201
981, 25
879, 714
625, 999
505, 33
424, 971
117, 599
729, 925
178, 254
833, 1
852, 675
340, 257
962, 673
379, 465
950, 615
811, 542
790, 197
941, 748
419, 949
837, 773
30, 571
494, 412
998, 4
784, 861
900, 827
33, 717
650, 961
495, 51
691, 732
28, 485
847, 744
338, 392
65, 783
625, 128
82, 161
749, 716
18, 262
773, 777
170, 118
172, 490
927, 895
947, 553
297, 780
962, 717
490, 262
254, 932
98, 400
250, 823
710, 691
471, 318
945, 312
299, 388
278, 460
494, 983
107, 487
889, 234
431, 162
329, 322
546, 435
309, 728
507, 649
315, 206
669, 704
739, 951
858, 536
973, 317
697, 631
937, 522
868, 194
307, 921
273, 454
35, 509
192, 357
547, 587
129, 689
367, 632
943, 914
163, 784
757, 568
34, 122
789, 30
106, 497
100, 78
256, 935
472, 404
221, 535
68, 356
415, 952
956, 80
732, 273
802, 237
513, 595
226, 308
797, 975
368, 118
317, 708
912, 604
927, 435
181, 591
137, 427
132, 599
268, 813
544, 912
379, 700
56, 436
726, 917
681, 758
906, 486
678, 605
13, 853
82, 293
194, 863
159, 520
775, 158
599, 416
890, 6
347, 6
247, 36
768, 803
603, 225
118, 755
253, 727
196, 501
488, 814
460, 33
47, 528
851, 596
984, 776
469, 741
622, 840
494, 437
930, 89
855, 930
421, 835
357, 933
673, 107
651, 177
33, 798
227, 905
309, 358
52, 408
171, 329
410, 131
455, 285
463, 76
588, 273
769, 489
276, 780
121, 12
847, 392
410, 469
675, 648
579, 13
443, 914
767, 278
93, 511
942, 458
206, 256
76, 518
36, 485
941, 59
92, 740
46, 674
153, 148
873, 692
171, 928
213, 51
41, 961
788, 904
765, 985
657, 387
657, 107
96, 276
249, 751
94, 521
538, 16
953, 951
512, 657
127, 225
460, 190
944, 677
793, 884
399, 413
8, 295
824, 870
121, 886
360, 1000
911, 866
936, 205
249, 962
134, 11
346, 990
363, 433
526, 608
942, 923
647, 212
255, 284
543, 114
410, 279
615, 687
707, 437
229, 787
176, 706
579, 593
791, 112
350, 91
469, 932
477, 337
381, 267
699, 530
484, 187
393, 21
755, 664
882, 958
476, 514
394, 913
840, 844
341, 667
638, 172
884, 756
578, 515
491, 680
15, 606
845, 878
375, 308
684, 859
357, 670
127, 993
114, 825
976, 504
859, 149
941, 91
139, 486
633, 346
410, 774
416, 62
305, 118
206, 161
419, 327
517, 193
121, 784
700, 933
32, 431
49, 12
951, 534
907, 44
533, 47
32, 973
454, 792
805, 365
314, 381
820, 318
544, 373
630, 991
25, 983
122, 619
762, 410
339, 711
305, 387
223, 529
336, 181
292, 904
470, 166
411, 24
851, 748
278, 996
938, 593
136, 831
607, 795
123, 210
425, 742
832, 20
99, 343
692, 766
891, 813
978, 447
359, 374
451, 711
220, 869
672, 563
232, 304
949, 327
415, 120
840, 493
181, 68
838, 840
474, 527
444, 210
113, 610
483, 176
406, 906
22, 603
425, 9
809, 529
325, 974
729, 828
709, 444
872, 207
840, 826
559, 649
859, 280
860, 212
843, 723
477, 842
185, 635
109, 413
76, 586
320, 169
38, 342
547, 651
214, 459
184, 48
778, 2
288, 151
456, 670
188, 232
161, 986
914, 170
324, 807
375, 354
300, 75
855, 323
674, 568
818, 870
238, 149
751, 429
458, 306
555, 955
286, 743
73, 676
294, 218
930, 431
838, 227
950, 758
257, 363
517, 665
309, 920
749, 319
405, 781
177, 766
933, 807
465, 399
698, 269
309, 934
823, 765
485, 392
511, 621
365, 648
837, 240
449, 932
994, 775
77, 204
996, 707
912, 900
789, 548
804, 307
322, 559
839, 275
371, 697
898, 159
538, 136
690, 619
480, 629
278, 977
429, 529
268, 505
307, 595
56, 235
320, 827
422, 523
131, 225
267, 90
380, 85
233, 481
921, 904
190, 791
964, 712
143, 242
49, 898
904, 604
889, 668
634, 327
272, 515
794, 463
779, 717
643, 814
107, 841
691, 258
364, 190
843, 428
554, 591
594, 69
862, 643
255, 563
167, 511
177, 461
975, 394
359, 868
936, 784
820, 883
757, 473
441, 940
788, 45
838, 977
826, 489
271, 108
326, 981
506, 147
490, 564
536, 425
300, 550
375, 814
20, 362
423, 100
359, 632
464, 246
413, 209
295, 321
363, 159
367, 511
34, 918
1, 829
192, 218
599, 954
190, 286
662, 374
804, 530
670, 908
879, 355
811, 756
100, 333
73, 172
250, 962
854, 688
560, 54
962, 411
528, 453
31, 461
71, 23
997, 16
191, 233
734, 486
485, 554
521, 166
81, 482
